data_i;cod_staz;cod_aggr;tmxgg;cl_tmxgg;tmngg;cl_tmngg;tmdgg;tmdgg1;deltagg;day_gelo;cl_tist;t00;t01;t02;t03;t04;t05;t06;t07;t08;t09;t10;t11;t12;t13;t14;t15;t16;t17;t18;t19;t20;t21;t22;t23
2021-10-22 00:00:00;6660;4;((24, 1), 21.8, 2.9, 16.7, '2021-10-22T13:00:00');;((24, 1), 11.7, 2.8, 15.8, '2021-10-22T01:00:00');;((24, 1), 16.2, 2.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-23 00:00:00;6660;4;((24, 1), 19.3, 1.8, 16.3, '2021-10-23T11:00:00');;((24, 1), 13.5, 1.7, 15.7, '2021-10-23T04:00:00');;((24, 1), 16.0, 1.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-24 00:00:00;6660;4;((24, 1), 18.7, 2.8, 14.8, '2021-10-24T13:00:00');;((24, 1), 9.1, 2.6, 14.0, '2021-10-24T22:00:00');;((24, 1), 14.4, 2.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-25 00:00:00;6660;4;((24, 1), 17.9, 3.3, 13.1, '2021-10-25T12:00:00');;((24, 1), 8.3, 3.1, 12.3, '2021-10-25T05:00:00');;((24, 1), 12.7, 3.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-26 00:00:00;6660;4;((24, 1), 18.1, 1.9, 14.6, '2021-10-26T11:00:00');;((24, 1), 11.5, 1.8, 14.0, '2021-10-26T04:00:00');;((24, 1), 14.3, 1.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-27 00:00:00;6660;4;((24, 1), 19.7, 2.8, 15.3, '2021-10-27T12:00:00');;((24, 1), 10.8, 2.6, 14.5, '2021-10-27T23:00:00');;((24, 1), 14.9, 2.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-28 00:00:00;6660;4;((24, 1), 20.3, 3.7, 14.1, '2021-10-28T12:00:00');;((24, 1), 9.0, 3.3, 13.1, '2021-10-28T06:00:00');;((24, 1), 13.6, 3.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-29 00:00:00;6660;4;((24, 1), 18.7, 3.6, 12.6, '2021-10-29T12:00:00');;((24, 1), 7.9, 3.4, 11.5, '2021-10-29T06:00:00');;((24, 1), 12.0, 3.5);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-30 00:00:00;6660;4;((24, 1), 19.0, 3.7, 12.8, '2021-10-30T13:00:00');;((24, 1), 8.1, 3.4, 11.8, '2021-10-30T03:00:00');;((24, 1), 12.3, 3.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-10-31 00:00:00;6660;4;((24, 1), 19.3, 3.1, 14.2, '2021-10-31T12:00:00');;((24, 1), 9.7, 2.8, 13.4, '2021-10-31T04:00:00');;((24, 1), 13.8, 3.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-01 00:00:00;6660;4;((24, 1), 17.5, 1.5, 14.8, '2021-11-01T12:00:00');;((24, 1), 12.9, 1.4, 14.3, '2021-11-01T00:00:00');;((24, 1), 14.6, 1.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-02 00:00:00;6660;4;((24, 1), 23.0, 4.1, 17.2, '2021-11-02T13:00:00');;((24, 1), 10.2, 4.3, 15.4, '2021-11-02T23:00:00');;((24, 1), 16.2, 4.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-03 00:00:00;6660;4;((24, 1), 15.4, 1.4, 12.7, '2021-11-03T15:00:00');;((24, 1), 9.8, 1.5, 11.9, '2021-11-03T03:00:00');;((24, 1), 12.3, 1.5);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-04 00:00:00;6660;4;((24, 1), 22.3, 3.4, 16.2, '2021-11-04T11:00:00');;((24, 1), 11.2, 3.1, 14.8, '2021-11-04T22:00:00');;((24, 1), 15.5, 3.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-05 00:00:00;6660;4;((24, 1), 16.2, 1.9, 12.4, '2021-11-05T12:00:00');;((24, 1), 9.9, 1.6, 11.8, '2021-11-05T06:00:00');;((24, 1), 12.1, 1.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-06 00:00:00;6660;4;((24, 1), 14.2, 1.0, 12.5, '2021-11-06T14:00:00');;((24, 1), 11.2, 1.0, 12.3, '2021-11-06T00:00:00');;((24, 1), 12.4, 1.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-07 00:00:00;6660;4;((24, 1), 15.3, 1.3, 12.9, '2021-11-07T11:00:00');;((24, 1), 11.2, 1.2, 12.6, '2021-11-07T04:00:00');;((24, 1), 12.7, 1.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-08 00:00:00;6660;4;((24, 1), 15.0, 0.7, 13.5, '2021-11-08T13:00:00');;((24, 1), 12.7, 0.6, 13.2, '2021-11-08T02:00:00');;((24, 1), 13.3, 0.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-09 00:00:00;6660;4;((24, 1), 14.7, 0.7, 13.3, '2021-11-09T12:00:00');;((24, 1), 12.4, 0.6, 13.0, '2021-11-09T05:00:00');;((24, 1), 13.2, 0.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-10 00:00:00;6660;4;((24, 1), 15.5, 0.8, 14.0, '2021-11-10T13:00:00');;((24, 1), 13.0, 0.7, 13.8, '2021-11-10T00:00:00');;((24, 1), 13.9, 0.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-11 00:00:00;6660;4;((24, 1), 15.1, 0.6, 13.9, '2021-11-11T12:00:00');;((24, 1), 12.7, 0.6, 13.6, '2021-11-11T06:00:00');;((24, 1), 13.7, 0.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-12 00:00:00;6660;4;((24, 1), 16.1, 1.3, 14.0, '2021-11-12T13:00:00');;((24, 1), 11.6, 1.2, 13.6, '2021-11-12T23:00:00');;((24, 1), 13.8, 1.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-13 00:00:00;6660;4;((24, 1), 19.8, 2.8, 14.8, '2021-11-13T13:00:00');;((24, 1), 11.2, 2.5, 14.0, '2021-11-13T23:00:00');;((24, 1), 14.4, 2.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-14 00:00:00;6660;4;((24, 1), 19.4, 3.1, 13.6, '2021-11-14T11:00:00');;((24, 1), 9.4, 2.8, 12.6, '2021-11-14T03:00:00');;((24, 1), 13.1, 2.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-15 00:00:00;6660;4;((24, 1), 20.6, 2.9, 14.8, '2021-11-15T11:00:00');;((24, 1), 10.0, 2.6, 13.9, '2021-11-15T05:00:00');;((24, 1), 14.3, 2.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-16 00:00:00;6660;4;((24, 1), 14.1, 0.6, 12.6, '2021-11-16T00:00:00');;((24, 1), 10.1, 0.7, 12.3, '2021-11-16T23:00:00');;((24, 1), 12.5, 0.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-17 00:00:00;6660;4;((24, 1), 15.8, 1.8, 12.6, '2021-11-17T12:00:00');;((24, 1), 9.9, 1.7, 12.1, '2021-11-17T01:00:00');;((24, 1), 12.4, 1.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-18 00:00:00;6660;4;((24, 1), 13.4, 0.3, 13.0, '2021-11-18T15:00:00');;((24, 1), 12.2, 0.3, 12.8, '2021-11-18T00:00:00');;((24, 1), 12.9, 0.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-19 00:00:00;6660;4;((24, 1), 19.6, 3.1, 13.9, '2021-11-19T12:00:00');;((24, 1), 8.5, 2.9, 12.9, '2021-11-19T21:00:00');;((24, 1), 13.4, 3.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-20 00:00:00;6660;4;((24, 1), 16.2, 3.0, 11.5, '2021-11-20T12:00:00');;((24, 1), 6.0, 3.0, 10.4, '2021-11-20T07:00:00');;((24, 1), 11.0, 3.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-21 00:00:00;6660;4;((24, 1), 13.7, 2.2, 10.3, '2021-11-21T14:00:00');;((24, 1), 6.7, 2.1, 9.6, '2021-11-21T07:00:00');;((24, 1), 10.0, 2.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-22 00:00:00;6660;4;((24, 1), 17.3, 2.5, 12.4, '2021-11-22T11:00:00');;((24, 1), 8.3, 2.4, 11.7, '2021-11-22T02:00:00');;((24, 1), 12.1, 2.5);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-23 00:00:00;6660;4;((24, 1), 13.1, 0.6, 11.7, '2021-11-23T03:00:00');;((24, 1), 10.8, 0.6, 11.5, '2021-11-23T23:00:00');;((24, 1), 11.6, 0.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-24 00:00:00;6660;4;((24, 1), 13.0, 1.0, 11.2, '2021-11-24T12:00:00');;((24, 1), 8.7, 1.1, 10.7, '2021-11-24T07:00:00');;((24, 1), 10.9, 1.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-25 00:00:00;6660;4;((24, 1), 17.6, 2.3, 12.0, '2021-11-25T13:00:00');;((24, 1), 9.9, 1.6, 11.3, '2021-11-25T02:00:00');;((24, 1), 11.6, 1.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-26 00:00:00;6660;4;((24, 1), 13.2, 1.3, 11.1, '2021-11-26T22:00:00');;((24, 1), 8.6, 1.1, 10.3, '2021-11-26T07:00:00');;((24, 1), 10.7, 1.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-27 00:00:00;6660;4;((24, 1), 19.5, 3.3, 12.9, '2021-11-27T12:00:00');;((24, 1), 8.1, 3.0, 11.4, '2021-11-27T23:00:00');;((24, 1), 12.1, 3.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-28 00:00:00;6660;4;((24, 1), 14.6, 2.5, 10.6, '2021-11-28T11:00:00');;((24, 1), 5.8, 2.4, 9.0, '2021-11-28T23:00:00');;((24, 1), 9.8, 2.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-29 00:00:00;6660;4;((24, 1), 9.6, 1.4, 6.5, '2021-11-29T10:00:00');;((24, 1), 3.8, 1.3, 5.6, '2021-11-29T03:00:00');;((24, 1), 6.1, 1.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-11-30 00:00:00;6660;4;((24, 1), 13.2, 3.6, 6.8, '2021-11-30T11:00:00');;((24, 1), 0.8, 3.4, 5.5, '2021-11-30T22:00:00');;((24, 1), 6.1, 3.5);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-01 00:00:00;6660;4;((24, 1), 15.6, 4.5, 8.9, '2021-12-01T12:00:00');;((24, 1), 1.4, 4.4, 7.2, '2021-12-01T00:00:00');;((24, 1), 8.0, 4.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-02 00:00:00;6660;4;((24, 1), 16.5, 2.6, 11.2, '2021-12-02T11:00:00');;((24, 1), 7.7, 2.2, 10.0, '2021-12-02T04:00:00');;((24, 1), 10.6, 2.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-03 00:00:00;6660;4;((24, 1), 11.0, 1.5, 8.4, '2021-12-03T12:00:00');;((24, 1), 6.0, 1.4, 7.8, '2021-12-03T05:00:00');;((24, 1), 8.1, 1.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-04 00:00:00;6660;4;((24, 1), 13.0, 2.6, 7.9, '2021-12-04T11:00:00');;((24, 1), 3.4, 2.3, 7.0, '2021-12-04T07:00:00');;((24, 1), 7.5, 2.5);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-05 00:00:00;6660;4;((24, 1), 15.2, 3.3, 10.4, '2021-12-05T03:00:00');;((24, 1), 3.5, 2.9, 8.8, '2021-12-05T22:00:00');;((24, 1), 9.6, 3.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-06 00:00:00;6660;4;((24, 1), 8.5, 1.5, 6.6, '2021-12-06T15:00:00');;((24, 1), 3.9, 1.5, 6.1, '2021-12-06T00:00:00');;((24, 1), 6.4, 1.5);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-07 00:00:00;6660;4;((24, 1), 10.8, 2.9, 6.1, '2021-12-07T13:00:00');;((24, 1), 2.1, 2.7, 5.2, '2021-12-07T22:00:00');;((24, 1), 5.7, 2.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-08 00:00:00;6660;4;((24, 1), 12.8, 3.4, 5.8, '2021-12-08T14:00:00');;((24, 1), 1.0, 2.9, 4.7, '2021-12-08T04:00:00');;((24, 1), 5.2, 3.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-09 00:00:00;6660;4;((24, 1), 11.5, 2.7, 7.6, '2021-12-09T11:00:00');;((24, 1), 1.6, 2.7, 6.5, '2021-12-09T23:00:00');;((24, 1), 7.0, 2.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-10 00:00:00;6660;4;((24, 1), 10.2, 3.3, 5.4, '2021-12-10T11:00:00');;((24, 1), 0.3, 3.1, 4.4, '2021-12-10T05:00:00');;((24, 1), 4.9, 3.2);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-11 00:00:00;6660;4;((24, 1), 8.1, 1.2, 6.2, '2021-12-11T08:00:00');;((24, 1), 3.4, 1.1, 5.3, '2021-12-11T00:00:00');;((24, 1), 5.7, 1.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-12 00:00:00;6660;4;((24, 1), 10.4, 1.9, 7.2, '2021-12-12T12:00:00');;((24, 1), 3.9, 1.6, 6.6, '2021-12-12T21:00:00');;((24, 1), 6.9, 1.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-13 00:00:00;6660;4;((24, 1), 16.6, 4.1, 8.4, '2021-12-13T13:00:00');;((24, 1), 4.0, 3.6, 7.2, '2021-12-13T03:00:00');;((24, 1), 7.8, 3.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-14 00:00:00;6660;4;((24, 1), 17.5, 4.3, 9.2, '2021-12-14T12:00:00');;((24, 1), 3.4, 3.9, 7.8, '2021-12-14T04:00:00');;((24, 1), 8.5, 4.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-15 00:00:00;6660;4;((24, 1), 14.8, 3.2, 9.4, '2021-12-15T13:00:00');;((24, 1), 4.8, 2.9, 8.4, '2021-12-15T06:00:00');;((24, 1), 8.9, 3.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-16 00:00:00;6660;4;((24, 1), 13.5, 1.9, 9.5, '2021-12-16T12:00:00');;((24, 1), 6.4, 1.8, 8.6, '2021-12-16T20:00:00');;((24, 1), 9.1, 1.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-17 00:00:00;6660;4;((24, 1), 13.7, 2.7, 9.1, '2021-12-17T14:00:00');;((24, 1), 5.7, 2.4, 8.1, '2021-12-17T23:00:00');;((24, 1), 8.6, 2.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-18 00:00:00;6660;4;((24, 1), 14.5, 3.1, 7.6, '2021-12-18T12:00:00');;((24, 1), 4.0, 2.4, 6.4, '2021-12-18T02:00:00');;((24, 1), 7.0, 2.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-19 00:00:00;6660;4;((24, 1), 18.3, 4.8, 6.9, '2021-12-19T12:00:00');;((24, 1), 0.9, 3.8, 5.3, '2021-12-19T23:00:00');;((24, 1), 6.1, 4.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-20 00:00:00;6660;4;((24, 1), 14.4, 4.7, 7.3, '2021-12-20T13:00:00');;((24, 1), -0.1, 4.6, 6.0, '2021-12-20T05:00:00');;((24, 1), 6.6, 4.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-21 00:00:00;6660;4;((24, 1), 12.8, 1.9, 8.8, '2021-12-21T12:00:00');;((24, 1), 6.3, 1.5, 8.1, '2021-12-21T06:00:00');;((24, 1), 8.5, 1.7);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-22 00:00:00;6660;4;((24, 1), 10.7, 1.9, 7.6, '2021-12-22T12:00:00');;((24, 1), 3.1, 1.8, 6.9, '2021-12-22T23:00:00');;((24, 1), 7.2, 1.9);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-23 00:00:00;6660;4;((24, 1), 13.0, 3.7, 6.4, '2021-12-23T13:00:00');;((24, 1), 1.8, 3.3, 5.2, '2021-12-23T08:00:00');;((24, 1), 5.8, 3.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-24 00:00:00;6660;4;((24, 1), 18.1, 5.4, 10.2, '2021-12-24T13:00:00');;((24, 1), 2.2, 5.2, 8.7, '2021-12-24T03:00:00');;((24, 1), 9.4, 5.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-25 00:00:00;6660;4;((24, 1), 19.1, 2.6, 13.8, '2021-12-25T12:00:00');;((24, 1), 9.7, 2.2, 12.3, '2021-12-25T23:00:00');;((24, 1), 13.0, 2.5);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-26 00:00:00;6660;4;((24, 1), 13.4, 1.4, 10.1, '2021-12-26T01:00:00');;((24, 1), 7.7, 1.2, 9.4, '2021-12-26T08:00:00');;((24, 1), 9.8, 1.3);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-27 00:00:00;6660;4;((24, 1), 12.1, 1.2, 9.9, '2021-12-27T12:00:00');;((24, 1), 8.2, 1.1, 9.5, '2021-12-27T00:00:00');;((24, 1), 9.7, 1.1);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-28 00:00:00;6660;4;((24, 1), 15.2, 2.7, 10.6, '2021-12-28T12:00:00');;((24, 1), 6.9, 2.4, 9.5, '2021-12-28T06:00:00');;((24, 1), 10.1, 2.6);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-29 00:00:00;6660;4;((24, 1), 15.0, 3.1, 9.3, '2021-12-29T13:00:00');;((24, 1), 4.8, 3.0, 8.2, '2021-12-29T07:00:00');;((24, 1), 8.7, 3.0);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-30 00:00:00;6660;4;((24, 1), 16.0, 4.0, 8.3, '2021-12-30T13:00:00');;((24, 1), 3.0, 3.6, 7.1, '2021-12-30T07:00:00');;((24, 1), 7.7, 3.8);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-12-31 00:00:00;6660;4;((24, 1), 13.3, 3.5, 6.8, '2021-12-31T14:00:00');;((24, 1), 2.0, 3.2, 5.5, '2021-12-31T22:00:00');;((24, 1), 6.2, 3.4);;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022-01-01 00:00:00;6660;4;((1, 0), 3.3, None, 3.3, '2022-01-01T00:00:00');;((1, 0), 2.5, None, 2.5, '2022-01-01T00:00:00');;((1, 0), 3.0, None);;;;;;;;;;;;;;;;;;;;;;;;;;;;
